tipo_celular,module_size,SLC27A1_MM,SLC27A1_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,351.0,0.114,20.0,71,2,2.82,2.04 (-1.56-5.63),69,97.18,2.64 (2.23-3.06),1.83,3.63
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,932.0,0.146,89.0,80,2,2.5,3.48 (3.47-3.49),78,97.5,3.68 (3.26-4.10),1.96,4.36
oligodendrocyte progenitor cells 7,200.0,0.132,29.0,16,2,12.5,2.53 (2.34-2.73),14,87.5,4.16 (3.27-5.04),1.49,4.68
GABA neurons expressing GLU receptors 22,714.0,0.153,33.0,17,2,11.76,2.07 (2.05-2.09),15,88.24,2.34 (1.67-3.00),1.76,3.81
GLU like neurons 17,1247.0,0.15,62.0,51,2,3.92,2.04 (1.96-2.12),49,96.08,3.70 (3.11-4.30),2.73,3.26
da like neurons 11,853.0,0.162,69.0,133,17,12.78,1.88 (1.22-2.54),116,87.22,3.50 (3.17-3.83),5.93,3.90
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,253.0,0.243,80.0,7,0,0.0,NA,7,100.0,0.94 (0.08-1.80),NA,5.94
GABA like neurons 14,2090.0,0.226,89.0,74,2,2.7,2.22 (1.63-2.82),72,97.3,2.96 (2.58-3.35),3.87,10.68
astrocytes 8,1266.0,0.203,95.0,66,11,16.67,1.79 (0.54-3.03),55,83.33,3.57 (3.20-3.94),3.27,2.89
oligodendrocyte progenitor cells 12,3303.0,0.075,45.0,276,34,12.32,3.06 (2.46-3.65),242,87.68,3.63 (3.40-3.86),6.00,4.99
oligodendrocytes 10,1277.0,0.125,61.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,101.0,0.384,90.0,1,0,0.0,NA,1,100.0,8.28 (NA-NA),NA,1.40
astrocytes 15,1768.0,0.045,9.0,105,14,13.33,1.90 (1.34-2.46),91,86.67,3.43 (3.07-3.79),4.67,3.87
oligodendrocytes 16,116.0,0.151,17.0,3,0,0.0,NA,3,100.0,0.40 (0.12-0.68),NA,1.37
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,86.0,0.222,8.0,1,0,0.0,NA,1,100.0,1.71 (NA-NA),NA,1.66
astrocytes 4,251.0,0.199,74.0,34,5,14.71,4.01 (2.73-5.28),29,85.29,5.56 (4.92-6.20),2.51,3.17
oligodendrocytes 0,187.0,0.153,41.0,14,0,0.0,NA,14,100.0,5.53 (4.92-6.14),NA,2.49
microglia 1,346.0,0.107,19.0,43,1,2.33,4.41 (NA-NA),42,97.67,3.75 (3.23-4.27),1.35,4.56
oligodendrocytes 3,357.0,0.12,67.0,127,0,0.0,NA,127,100.0,3.12 (2.79-3.45),NA,4.24
oligodendrocytes 2,407.0,0.15,47.0,122,21,17.21,1.72 (1.21-2.24),101,82.79,3.78 (3.36-4.20),3.01,2.64
