tipo_celular,module_size,SLC22A15_MM,SLC22A15_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,349.0,0.13,28.0,68,2,2.94,2.53 (2.34-2.73),66,97.06,4.44 (3.88-5.01),3.06,3.32
astrocytes 5,499.0,0.198,72.0,32,0,0.0,NA,32,100.0,5.02 (4.53-5.52),NA,3.79
oligodendrocyte progenitor cells 7,4285.0,0.12,27.0,353,0,0.0,NA,353,100.0,3.89 (3.70-4.08),NA,8.06
GABA neurons expressing GLU receptors 22,567.0,0.141,26.0,16,0,0.0,NA,16,100.0,1.97 (1.30-2.64),NA,3.63
GLU like neurons 17,1247.0,0.111,33.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20),NA,3.24
da like neurons 11,200.0,0.341,90.0,8,0,0.0,NA,8,100.0,NA,NA,1.62
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,322.0,0.201,77.0,10,0,0.0,NA,10,100.0,1.41 (0.38-2.43),NA,5.13
GABA like neurons 14,1300.0,0.083,6.0,306,3,0.98,2.12 (1.30-2.94),303,99.02,5.14 (4.87-5.40),5.65,6.72
astrocytes 8,771.0,0.146,55.0,48,0,0.0,NA,48,100.0,4.43 (3.68-5.18),NA,3.14
oligodendrocyte progenitor cells 12,708.0,0.222,78.0,32,0,0.0,NA,32,100.0,3.25 (2.44-4.05),NA,2.60
oligodendrocytes 10,130.0,0.655,99.0,0,0,0.0,NA,0,0.0,NA,NA,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,261.0,0.151,51.0,8,0,0.0,NA,8,100.0,3.68 (1.65-5.71),NA,1.83
oligodendrocytes 16,153.0,0.19,12.0,14,0,0.0,NA,14,100.0,4.67 (3.94-5.40),NA,2.89
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,47.0,0.322,31.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,752.0,0.158,57.0,96,0,0.0,NA,96,100.0,3.29 (2.96-3.62),NA,4.32
oligodendrocytes 0,479.0,0.15,49.0,40,0,0.0,NA,40,100.0,5.86 (5.35-6.38),NA,3.47
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,357.0,0.227,93.0,127,0,0.0,NA,127,100.0,3.12 (2.79-3.45),NA,4.24
oligodendrocytes 2,237.0,0.3,81.0,26,0,0.0,NA,26,100.0,5.22 (4.28-6.15),NA,2.55
