tipo_celular,module_size,SLC25A25_MM,SLC25A25_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,395.0,0.128,31.0,97,0,0.0,NA,97,100.0,3.06 (2.66-3.45),NA,4.90
T cells 18,282.0,0.24,89.0,12,1,8.33,6.08 (NA-NA),11,91.67,3.05 (1.95-4.15),2.69,5.62
astrocytes 5,423.0,0.226,82.0,80,0,0.0,NA,80,100.0,3.40 (2.93-3.88),NA,5.02
oligodendrocyte progenitor cells 7,666.0,0.254,86.0,127,2,1.57,2.07 (2.05-2.09),125,98.43,3.87 (3.53-4.21),3.80,5.87
GABA neurons expressing GLU receptors 22,599.0,0.305,87.0,22,0,0.0,NA,22,100.0,2.24 (1.45-3.03),NA,3.95
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da like neurons 11,168.0,0.103,37.0,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA neurons expressing GABA receptors 13,90.0,0.242,93.0,4,0,0.0,NA,4,100.0,5.34 (2.61-8.07),NA,1.84
endothelial cells 9,385.0,0.136,73.0,275,7,2.55,0.99 (0.04-1.95),268,97.45,4.07 (3.81-4.32),10.49,5.76
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA like neurons 14,3052.0,0.164,71.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,577.0,0.185,89.0,83,0,0.0,NA,83,100.0,3.25 (2.80-3.70),NA,4.47
oligodendrocyte progenitor cells 12,708.0,0.044,11.0,32,5,15.62,0.42 (0.32-0.52),27,84.38,3.86 (3.08-4.64),4.50,2.25
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
connective tissue cells 21,104.0,0.453,100.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,443.0,0.154,52.0,9,1,11.11,0.95 (NA-NA),8,88.89,3.60 (2.32-4.88),3.96,2.00
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da neurons 6,228.0,0.064,9.0,2,0,0.0,NA,2,100.0,2.12 (-0.17-4.40),NA,1.99
astrocytes microglia 23,327.0,0.323,47.0,120,5,4.17,1.51 (0.20-2.82),115,95.83,3.73 (3.43-4.02),3.96,2.74
astrocytes 4,514.0,0.262,78.0,95,0,0.0,NA,95,100.0,3.37 (2.95-3.79),NA,4.64
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
microglia 1,480.0,0.167,38.0,163,0,0.0,NA,163,100.0,3.71 (3.44-3.97),NA,5.17
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
