tipo_celular,module_size,SLC41A3_MM,SLC41A3_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 7,296.0,0.123,15.0,251,7,2.79,2.84 (2.42-3.26),244,97.21,4.12 (3.87-4.36),4.35,6.21
GABA neurons expressing GLU receptors 22,848.0,0.203,47.0,262,3,1.15,0.68 (0.05-1.31),259,98.85,4.22 (3.97-4.46),4.39,4.10
GLU like neurons 17,380.0,0.302,98.0,39,2,5.13,1.90 (1.59-2.22),37,94.87,3.03 (2.45-3.61),2.40,2.58
da like neurons 11,1220.0,0.171,47.0,410,19,4.63,2.32 (2.03-2.62),391,95.37,4.38 (4.19-4.57),14.79,7.16
GABA neurons expressing GABA receptors 13,357.0,0.174,57.0,237,1,0.42,3.98 (NA-NA),236,99.58,4.41 (4.18-4.64),4.14,4.18
endothelial cells 9,338.0,0.083,21.0,191,11,5.76,3.22 (2.77-3.66),180,94.24,3.94 (3.70-4.17),2.65,9.56
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA like neurons 14,2402.0,0.216,46.0,455,18,3.96,1.87 (1.24-2.51),437,96.04,4.48 (4.30-4.67),30.29,7.95
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 12,1049.0,0.069,34.0,235,7,2.98,2.56 (1.93-3.19),228,97.02,3.87 (3.64-4.11),7.51,7.62
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da neurons 6,300.0,0.127,38.0,159,1,0.63,3.76 (NA-NA),158,99.37,4.37 (4.06-4.68),1.39,3.74
astrocytes microglia 23,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
