tipo_celular,module_size,SLC25A28_MM,SLC25A28_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,305.0,0.199,56.0,15,0,0.0,NA,15,100.0,5.79 (5.09-6.49),NA,2.34
T cells 18,610.0,0.141,41.0,98,7,7.14,0.47 (0.28-0.65),91,92.86,3.35 (3.05-3.64),10.87,3.51
astrocytes 5,1656.0,0.11,40.0,136,0,0.0,NA,136,100.0,3.21 (2.94-3.48),NA,4.99
oligodendrocyte progenitor cells 7,4285.0,0.143,62.0,353,11,3.12,1.00 (0.54-1.45),342,96.88,4.01 (3.83-4.19),38.84,7.07
GABA neurons expressing GLU receptors 22,703.0,0.112,13.0,23,0,0.0,NA,23,100.0,2.09 (1.38-2.80),NA,3.93
GLU like neurons 17,1316.0,0.134,59.0,101,1,0.99,2.12 (NA-NA),100,99.01,3.06 (2.71-3.42),1.94,3.07
da like neurons 11,1220.0,0.079,7.0,410,14,3.41,2.25 (2.10-2.41),396,96.59,4.35 (4.16-4.54),14.28,7.28
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,303.0,0.055,5.0,54,0,0.0,NA,54,100.0,4.84 (4.22-5.46),NA,5.04
oligodendrocytes 20,358.0,0.169,57.0,31,0,0.0,NA,31,100.0,2.36 (1.93-2.79),NA,3.83
GABA like neurons 14,3052.0,0.109,24.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,603.0,0.069,44.0,89,0,0.0,NA,89,100.0,2.76 (2.41-3.11),NA,6.04
oligodendrocyte progenitor cells 12,3303.0,0.08,52.0,276,5,1.81,2.02 (1.91-2.12),271,98.19,3.58 (3.36-3.80),5.57,5.10
oligodendrocytes 10,735.0,0.067,26.0,277,0,0.0,NA,277,100.0,3.89 (3.65-4.14),NA,8.95
connective tissue cells 21,92.0,0.442,97.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,1768.0,0.111,72.0,105,3,2.86,1.26 (0.23-2.29),102,97.14,3.27 (2.94-3.61),4.62,3.96
oligodendrocytes 16,313.0,0.129,11.0,291,18,6.19,3.07 (2.62-3.51),273,93.81,4.44 (4.20-4.67),4.26,3.79
da neurons 6,729.0,0.081,13.0,182,3,1.65,2.60 (2.60-2.60),179,98.35,3.66 (3.40-3.91),2.60,8.62
astrocytes microglia 23,94.0,0.331,52.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.153,65.0,104,2,1.92,0.38 (0.04-0.71),102,98.08,2.92 (2.64-3.19),26.04,4.99
oligodendrocytes 0,2078.0,0.124,70.0,238,2,0.84,1.10 (-0.65-2.86),236,99.16,3.66 (3.44-3.88),8.21,5.00
microglia 1,1615.0,0.083,13.0,161,8,4.97,0.64 (0.27-1.00),153,95.03,3.44 (3.18-3.70),16.99,4.83
oligodendrocytes 3,743.0,0.08,48.0,76,0,0.0,NA,76,100.0,3.16 (2.77-3.55),NA,7.29
oligodendrocytes 2,1630.0,0.178,98.0,154,2,1.3,1.97 (1.67-2.26),152,98.7,3.26 (3.00-3.53),4.07,3.59
