tipo_celular,module_size,SLC30A5_MM,SLC30A5_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,351.0,0.118,23.0,71,3,4.23,0.21 (NA-NA),68,95.77,2.66 (2.25-3.07),1.77,3.66
T cells 18,388.0,0.073,7.0,84,0,0.0,NA,84,100.0,2.97 (2.65-3.30),NA,4.32
astrocytes 5,1656.0,0.093,18.0,136,9,6.62,2.80 (1.72-3.88),127,93.38,3.24 (2.96-3.52),5.08,4.98
oligodendrocyte progenitor cells 7,4285.0,0.122,29.0,353,42,11.9,2.64 (2.07-3.22),311,88.1,4.12 (3.94-4.30),22.88,6.06
GABA neurons expressing GLU receptors 22,1069.0,0.149,39.0,37,0,0.0,NA,37,100.0,2.16 (1.70-2.61),NA,3.10
GLU like neurons 17,1247.0,0.056,4.0,51,2,3.92,2.04 (1.96-2.12),49,96.08,3.70 (3.11-4.30),2.73,3.26
da like neurons 11,137.0,0.198,26.0,2,0,0.0,NA,2,100.0,5.16 (NA-NA),NA,1.63
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.071,8.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,250.0,0.31,84.0,14,0,0.0,NA,14,100.0,1.92 (1.21-2.62),NA,4.81
GABA like neurons 14,3052.0,0.141,52.0,125,3,2.4,5.77 (5.72-5.82),122,97.6,3.28 (2.96-3.60),1.84,8.78
astrocytes 8,727.0,0.115,55.0,29,0,0.0,NA,29,100.0,2.37 (1.87-2.86),NA,3.55
oligodendrocyte progenitor cells 12,708.0,0.057,15.0,25,3,12.0,3.10 (0.14-6.06),22,88.0,2.83 (1.77-3.89),1.63,2.66
oligodendrocytes 10,483.0,0.063,19.0,129,0,0.0,NA,129,100.0,3.43 (3.04-3.82),NA,19.19
connective tissue cells 21,111.0,0.34,85.0,1,0,0.0,NA,1,100.0,0.40 (NA-NA),NA,3.65
astrocytes 15,1768.0,0.121,79.0,105,18,17.14,1.71 (1.29-2.13),87,82.86,3.55 (3.20-3.91),6.98,3.36
oligodendrocytes 16,84.0,0.177,49.0,4,0,0.0,NA,4,100.0,0.39 (0.29-0.50),NA,2.06
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,115.0,0.338,69.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.141,43.0,104,21,20.19,2.02 (1.44-2.59),83,79.81,3.10 (2.80-3.40),12.12,3.70
oligodendrocytes 0,2078.0,0.105,32.0,238,3,1.26,1.84 (0.07-3.60),235,98.74,3.66 (3.44-3.88),6.19,5.01
microglia 1,958.0,0.083,10.0,290,9,3.1,2.27 (1.62-2.91),281,96.9,3.88 (3.64-4.11),5.06,5.00
oligodendrocytes 3,743.0,0.065,24.0,76,1,1.32,3.60 (NA-NA),75,98.68,3.15 (2.75-3.55),7.07,7.29
oligodendrocytes 2,1630.0,0.15,66.0,154,3,1.95,4.40 (NA-NA),151,98.05,3.24 (2.97-3.50),1.80,3.63
