tipo_celular,module_size,SLC26A11_MM,SLC26A11_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,1656.0,0.084,8.0,136,2,1.47,3.53 (3.11-3.95),134,98.53,3.20 (2.93-3.48),2.17,5.03
oligodendrocyte progenitor cells 7,4285.0,0.132,46.0,353,19,5.38,1.70 (1.22-2.19),334,94.62,4.05 (3.87-4.24),37.39,6.40
GABA neurons expressing GLU receptors 22,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da like neurons 11,853.0,0.119,41.0,133,9,6.77,1.51 (0.74-2.27),124,93.23,3.41 (3.09-3.72),6.62,3.98
GABA neurons expressing GABA receptors 13,265.0,0.2,71.0,78,5,6.41,2.46 (1.94-2.98),73,93.59,4.53 (4.11-4.95),5.08,4.21
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA like neurons 14,2090.0,0.184,71.0,74,0,0.0,NA,74,100.0,2.94 (2.57-3.32),NA,10.50
astrocytes 8,577.0,0.043,12.0,83,0,0.0,NA,83,100.0,3.25 (2.80-3.70),NA,4.47
oligodendrocyte progenitor cells 12,3303.0,0.053,18.0,276,13,4.71,2.22 (1.78-2.66),263,95.29,3.63 (3.40-3.85),18.24,4.46
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,1401.0,0.031,4.0,96,1,1.04,2.00 (NA-NA),95,98.96,3.63 (3.18-4.09),1.35,3.82
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da neurons 6,448.0,0.095,42.0,43,0,0.0,NA,43,100.0,3.28 (2.76-3.80),NA,3.47
astrocytes microglia 23,131.0,0.339,59.0,5,0,0.0,NA,5,100.0,0.46 (0.38-0.54),NA,2.65
astrocytes 4,1807.0,0.137,35.0,104,12,11.54,2.30 (1.68-2.92),92,88.46,2.94 (2.64-3.25),13.56,4.33
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
