tipo_celular,module_size,SLC13A3_MM,SLC13A3_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,322.0,0.199,63.0,58,1,1.72,2.63 (NA-NA),57,98.28,4.21 (3.78-4.63),1.30,2.34
oligodendrocyte progenitor cells 7,229.0,0.191,49.0,45,0,0.0,NA,45,100.0,5.01 (4.39-5.62),NA,5.36
GABA neurons expressing GLU receptors 22,1069.0,0.184,63.0,37,0,0.0,NA,37,100.0,2.16 (1.70-2.61),NA,3.10
GLU like neurons 17,637.0,0.169,55.0,91,4,4.4,0.76 (-0.02-1.55),87,95.6,4.78 (4.28-5.27),2.06,3.10
da like neurons 11,853.0,0.156,65.0,133,3,2.26,0.37 (0.19-0.55),130,97.74,3.33 (3.02-3.64),5.90,4.12
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,403.0,0.219,83.0,18,2,11.11,0.45 (0.32-0.59),16,88.89,2.06 (1.34-2.77),6.60,3.44
GABA like neurons 14,2090.0,0.201,79.0,74,0,0.0,NA,74,100.0,2.94 (2.57-3.32),NA,10.50
astrocytes 8,1266.0,0.08,48.0,66,4,6.06,0.78 (-0.03-1.58),62,93.94,3.41 (3.00-3.82),3.99,2.89
oligodendrocyte progenitor cells 12,708.0,0.204,78.0,25,1,4.0,0.21 (NA-NA),24,96.0,3.00 (2.02-3.99),1.83,2.57
oligodendrocytes 10,1277.0,0.205,92.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,183.0,0.693,100.0,32,5,15.62,6.54 (4.94-8.13),27,84.38,4.85 (4.19-5.51),2.05,2.78
astrocytes 15,443.0,0.106,15.0,9,0,0.0,NA,9,100.0,3.27 (1.98-4.55),NA,2.22
oligodendrocytes 16,199.0,0.233,88.0,3,0,0.0,NA,3,100.0,5.28 (1.90-8.66),NA,4.76
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,125.0,0.234,8.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,752.0,0.135,25.0,96,0,0.0,NA,96,100.0,3.29 (2.96-3.62),NA,4.32
oligodendrocytes 0,309.0,0.172,78.0,30,0,0.0,NA,30,100.0,6.09 (5.49-6.69),NA,2.87
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,639.0,0.258,99.0,15,1,6.67,0.39 (NA-NA),14,93.33,3.56 (2.17-4.95),2.51,2.20
oligodendrocytes 2,131.0,0.406,100.0,20,0,0.0,NA,20,100.0,4.51 (3.77-5.25),NA,3.82
