tipo_celular,module_size,SLC30A7_MM,SLC30A7_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,181.0,0.216,55.0,8,0,0.0,NA,8,100.0,1.27 (0.48-2.07),NA,4.68
T cells 18,624.0,0.174,69.0,142,0,0.0,NA,142,100.0,3.21 (2.94-3.48),NA,4.30
astrocytes 5,1656.0,0.141,87.0,136,6,4.41,3.69 (3.53-3.85),130,95.59,3.18 (2.90-3.47),3.60,5.05
oligodendrocyte progenitor cells 7,4285.0,0.17,93.0,353,15,4.25,1.74 (0.98-2.49),338,95.75,4.01 (3.83-4.20),29.95,7.09
GABA neurons expressing GLU receptors 22,567.0,0.151,31.0,16,0,0.0,NA,16,100.0,1.97 (1.30-2.64),NA,3.63
GLU like neurons 17,1316.0,0.112,40.0,101,0,0.0,NA,101,100.0,3.05 (2.70-3.40),NA,3.05
da like neurons 11,200.0,0.144,33.0,8,0,0.0,NA,8,100.0,NA,NA,1.62
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,412.0,0.205,61.0,141,1,0.71,2.08 (NA-NA),140,99.29,2.97 (2.73-3.21),1.38,6.86
oligodendrocytes 20,322.0,0.057,18.0,10,0,0.0,NA,10,100.0,1.41 (0.38-2.43),NA,5.13
GABA like neurons 14,3052.0,0.201,92.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,771.0,0.032,3.0,48,0,0.0,NA,48,100.0,4.43 (3.68-5.18),NA,3.14
oligodendrocyte progenitor cells 12,708.0,0.056,19.0,32,7,21.88,0.96 (0.24-1.68),25,78.12,4.01 (3.18-4.83),3.91,2.23
oligodendrocytes 10,2107.0,0.22,75.0,358,9,2.51,1.31 (0.17-2.46),349,97.49,3.95 (3.76-4.14),38.13,8.73
connective tissue cells 21,139.0,0.289,38.0,4,0,0.0,NA,4,100.0,3.51 (2.25-4.78),NA,1.71
astrocytes 15,1768.0,0.074,37.0,105,8,7.62,2.62 (1.70-3.55),97,92.38,3.27 (2.91-3.62),2.79,4.08
oligodendrocytes 16,66.0,0.313,93.0,0,0,0.0,NA,0,0.0,NA,NA,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,41.0,0.327,45.0,3,0,0.0,NA,3,100.0,NA,NA,1.65
astrocytes 4,787.0,0.183,95.0,65,0,0.0,NA,65,100.0,2.96 (2.57-3.36),NA,5.75
oligodendrocytes 0,2078.0,0.146,97.0,238,3,1.26,1.84 (0.07-3.60),235,98.74,3.66 (3.44-3.88),6.19,5.01
microglia 1,813.0,0.118,53.0,79,10,12.66,3.20 (2.75-3.66),69,87.34,3.08 (2.62-3.55),2.93,8.62
oligodendrocytes 3,1003.0,0.113,66.0,111,0,0.0,NA,111,100.0,3.30 (2.96-3.64),NA,4.23
oligodendrocytes 2,921.0,0.147,68.0,200,3,1.5,1.99 (1.71-2.27),197,98.5,3.65 (3.38-3.92),2.02,3.49
