tipo_celular,module_size,SLC10A7_MM,SLC10A7_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,395.0,0.089,8.0,97,1,1.03,3.60 (NA-NA),96,98.97,3.05 (2.65-3.45),4.63,4.91
T cells 18,624.0,0.184,74.0,142,0,0.0,NA,142,100.0,3.21 (2.94-3.48),NA,4.30
astrocytes 5,1141.0,0.143,67.0,166,5,3.01,1.49 (-0.18-3.15),161,96.99,3.46 (3.22-3.71),5.79,4.51
oligodendrocyte progenitor cells 7,4285.0,0.129,40.0,353,26,7.37,2.41 (1.76-3.05),327,92.63,4.05 (3.86-4.23),24.07,6.79
GABA neurons expressing GLU receptors 22,203.0,0.295,61.0,12,0,0.0,NA,12,100.0,2.44 (0.91-3.97),NA,3.80
GLU like neurons 17,637.0,0.097,20.0,91,11,12.09,1.42 (0.62-2.23),80,87.91,5.15 (4.69-5.61),3.24,3.03
da like neurons 11,87.0,0.438,94.0,3,0,0.0,NA,3,100.0,NA,NA,1.68
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.124,47.0,297,1,0.34,4.85 (NA-NA),296,99.66,3.67 (3.46-3.87),7.19,5.51
oligodendrocytes 20,295.0,0.62,100.0,28,0,0.0,NA,28,100.0,2.19 (1.73-2.65),NA,3.07
GABA like neurons 14,3052.0,0.206,94.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,727.0,0.228,95.0,29,0,0.0,NA,29,100.0,2.37 (1.87-2.86),NA,3.55
oligodendrocyte progenitor cells 12,3303.0,0.11,83.0,276,15,5.43,2.64 (2.00-3.28),261,94.57,3.61 (3.38-3.84),8.15,4.94
oligodendrocytes 10,2107.0,0.24,80.0,358,23,6.42,2.38 (1.66-3.10),335,93.58,4.00 (3.81-4.19),23.29,8.52
connective tissue cells 21,92.0,0.234,21.0,3,0,0.0,NA,3,100.0,0.61 (-0.07-1.28),NA,2.83
astrocytes 15,1401.0,0.091,55.0,96,2,2.08,2.86 (1.17-4.54),94,97.92,3.63 (3.17-4.09),3.60,3.80
oligodendrocytes 16,91.0,0.178,26.0,0,0,0.0,NA,0,0.0,NA,NA,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,114.0,0.234,12.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,787.0,0.123,9.0,65,0,0.0,NA,65,100.0,2.96 (2.57-3.36),NA,5.75
oligodendrocytes 0,2078.0,0.094,13.0,238,6,2.52,2.89 (1.58-4.20),232,97.48,3.66 (3.44-3.88),6.56,4.98
microglia 1,813.0,0.139,72.0,79,3,3.8,3.19 (2.25-4.14),76,96.2,3.10 (2.68-3.52),3.96,8.06
oligodendrocytes 3,1003.0,0.098,53.0,111,1,0.9,4.85 (NA-NA),110,99.1,3.29 (2.94-3.63),3.41,4.24
oligodendrocytes 2,804.0,0.112,8.0,84,3,3.57,0.66 (0.21-1.11),81,96.43,2.78 (2.45-3.12),3.23,3.40
